accession,tax_selection,group,taxon_name,taxon_id,assembly_level,category,gs,k_gs,bb,k1_bb,hapaxes,entropy,genome_size,acgt_bases,gc_content,annotated_genes,protein_coding_genes,non_coding_genes
GCF_900095295.1,Archaea,archaea,Methanobacterium congolense,118062,Complete Genome,representative genome,0.237654471,9,0.150089609,21,98.560619712,0.386999418,2469575,2469575,38.5,2396,2332,58
GCF_000800805.1,Archaea,archaea,Candidatus Methanoplasma termitum,1577791,Complete Genome,representative genome,0.369046606,7,0.187808067,20,97.874918802,0.077736022,1488669,1488669,49.0,1456,1401,51
GCF_000011205.1,Archaea,archaea,Sulfurisphaera tokodaii str. 7,273063,Complete Genome,representative genome,0.126081217,10,0.20434841,21,97.352727688,0.626238473,2694756,2694756,33.0,3016,2872,51
GCF_000011005.1,Archaea,archaea,Methanocella paludicola SANAE,304371,Complete Genome,representative genome,0.366822666,9,0.186591721,21,97.529394461,0.363475694,2957635,2957635,55.0,3102,3033,59
GCF_000024185.1,Archaea,archaea,Methanobrevibacter ruminantium M1,634498,Complete Genome,representative genome,0.135048611,10,0.188320572,21,97.281817306,0.601336124,2937203,2937203,32.5,2284,2205,63
GCF_001563245.1,Archaea,archaea,Methanobrevibacter olleyae,294671,Complete Genome,representative genome,0.106054109,8,0.256259764,21,95.67489501,0.153023212,2201192,2201192,27.0,1910,1840,43
GCF_002156705.1,Archaea,archaea,Natrarchaeobaculum aegyptiacum,745377,Complete Genome,representative genome,0.342375617,9,0.160180411,21,98.181286215,0.278982026,3930546,3930546,64.0,3846,3711,58
GCF_002355635.1,Archaea,archaea,Halopenitus persicus,1048396,Complete Genome,representative genome,0.307269116,9,0.14258547,21,98.582984937,0.317513839,3105937,3105937,66.0,3073,2929,71
GCF_000956175.1,Archaea,archaea,Nitrosopumilus adriaticus,1580092,Complete Genome,representative genome,0.183330664,9,0.139083961,20,98.93659148,0.429648148,1803090,1803090,33.5,2236,2169,48
GCF_000015205.1,Archaea,archaea,Pyrobaculum islandicum DSM 4184,384616,Complete Genome,representative genome,0.404168153,7,0.16249249,20,97.941723035,0.065851902,1826402,1826402,49.5,2194,2066,49
GCF_000235565.1,Archaea,archaea,Methanothrix harundinacea 6Ac,1110509,Complete Genome,representative genome,0.386055581,9,0.172464023,21,97.885448196,0.375312254,2571034,2571034,60.5,2560,2498,51
GCF_000018365.1,Archaea,archaea,Thermococcus onnurineus NA1,523850,Complete Genome,representative genome,0.391616626,8,0.074024525,20,99.744098654,0.192628118,1847607,1847607,51.5,2053,1979,52
GCF_009392895.1,Archaea,archaea,Natronorubrum aibiense,348826,Complete Genome,representative genome,0.332515998,9,0.13767013,22,98.381565261,0.274983459,4348483,4348483,61.5,4298,4106,71
GCF_008326385.1,Archaea,archaea,Sulfuracidifex tepidarius,1294262,Complete Genome,representative genome,0.21374859,9,0.175937812,21,98.180621963,0.398269407,2535282,2535282,42.5,2651,2525,52
GCF_019704315.1,Archaea,archaea,Stygiolobus caldivivus,2824673,Complete Genome,representative genome,0.160027357,9,0.152091831,21,98.845824925,0.362511269,2958410,2958410,40.0,2952,2842,51
GCF_000234805.1,Archaea,archaea,Pyrobaculum ferrireducens,1104324,Complete Genome,representative genome,0.312336313,9,0.115056901,21,98.899087178,0.404227023,2467972,2467972,57.0,2842,2756,49
GCF_024296685.1,Archaea,archaea,Natrinema marinum,2961598,Complete Genome,representative genome,0.314917468,9,0.074630037,21,99.544076419,0.284944544,3766003,3766003,65.5,3766,3672,57
GCF_001577775.1,Archaea,archaea,Pyrococcus kukulkanii,1609559,Complete Genome,representative genome,0.306153752,8,0.083135953,20,99.627688146,0.184463599,1977126,1977126,44.5,2263,2153,66
GCF_002156965.1,Archaea,archaea,Candidatus Nitrosomarinus catalina,1898749,Complete Genome,representative genome,0.168550113,9,0.116794946,20,99.083641347,0.469333453,1360076,1360076,31.5,1718,1664,48
GCF_024218775.1,Archaea,archaea,Halomicroarcula marina,2961574,Complete Genome,representative genome,0.322143289,9,0.166187192,21,98.028633628,0.286714163,3739652,3739652,65.0,3901,3803,58
GCF_019880245.1,Archaea,archaea,Halobaculum roseum,2175149,Complete Genome,representative genome,0.28231646,9,0.088813169,21,99.345074605,0.276803462,3719897,3719897,68.0,3782,3670,64
GCF_000152265.2,Archaea,archaea,Ferroplasma acidarmanus Fer1,333146,Complete Genome,representative genome,0.193803066,9,0.19869796,20,96.752402121,0.439478676,1935211,1935198,36.5,1962,1895,50
GCF_013391085.1,Archaea,archaea,Natronomonas halophila,2747817,Complete Genome,representative genome,0.330633926,9,0.176368374,21,96.946813502,0.315442413,3211682,3211682,64.5,3424,3371,50
GCF_900012635.1,Archaea,archaea,Thermococcus chitonophagus,54262,Complete Genome,representative genome,0.315187905,8,0.084898841,20,99.527266099,0.184849032,1969648,1969647,45.0,2227,2141,54
GCF_000009965.1,Archaea,archaea,Thermococcus kodakarensis KOD1,69014,Complete Genome,representative genome,0.418647229,8,0.072873408,20,99.634943365,0.176535073,2088737,2088737,52.0,2358,2289,53
GCF_023028105.1,Archaea,archaea,Halosolutus gelatinilyticus,2931975,Complete Genome,representative genome,0.337210684,9,0.085270698,22,99.335553689,0.248204388,4757880,4757880,65.0,4586,4428,62
GCF_000017165.1,Archaea,archaea,Methanococcus vannielii SB,406327,Complete Genome,representative genome,0.126368028,10,0.238576506,20,96.711448883,0.665872117,1720048,1720048,31.5,1778,1713,53
GCF_002214565.1,Archaea,archaea,Thermococcus radiotolerans,187880,Complete Genome,representative genome,0.383836587,9,0.047209475,20,99.826428461,0.467081199,1868990,1868990,55.5,2066,2004,51
GCF_018228765.1,Archaea,archaea,Halorubrum ruber,2982524,Complete Genome,representative genome,0.304072459,9,0.173946308,21,98.382519817,0.299217351,3021820,3021820,69.0,3000,2825,56
GCF_019175345.1,Archaea,archaea,Saccharolobus shibatae B12,523848,Complete Genome,representative genome,0.126698068,10,0.255596811,21,94.83700655,0.642205529,2916875,2916875,35.5,3157,2983,51
GCF_000517445.1,Archaea,archaea,Thermococcus paralvinellae,582419,Complete Genome,representative genome,0.253531774,9,0.109259322,20,99.143443247,0.448113,1957742,1957742,40.5,2180,2103,52
GCF_002945325.1,Archaea,archaea,Methanococcus maripaludis,39152,Complete Genome,representative genome,0.14222146,10,0.151992733,20,98.400721209,0.681821223,1714918,1714918,33.0,1873,1819,50
GCF_000328665.1,Archaea,archaea,Methanomethylovorans hollandica DSM 15978,867904,Complete Genome,representative genome,0.219418578,9,0.139270533,21,98.607686959,0.381257918,2714013,2714013,42.0,2694,2587,60
GCF_025231485.1,Archaea,archaea,Salinirubellus salinus,1364945,Complete Genome,representative genome,0.30640267,9,0.235938671,22,94.125285148,0.239619928,4376714,4376714,68.5,4507,4421,53
GCF_000024625.1,Archaea,archaea,Methanocaldococcus vulcanius M7,579137,Complete Genome,representative genome,0.164222364,9,0.163061293,20,98.404361299,0.415453148,1761737,1761737,31.5,1783,1725,45
GCF_013415885.1,Archaea,archaea,Halosimplex rubrum,869889,Complete Genome,representative genome,0.276349169,10,0.110435466,22,99.009626069,0.475122255,4480147,4480147,68.0,4513,4379,69
GCF_005890195.1,Archaea,archaea,Natrinema pallidum,69527,Complete Genome,representative genome,0.310927955,9,0.100202905,21,99.086322766,0.29113033,3778093,3778093,64.5,3838,3703,63
GCF_001412615.1,Archaea,archaea,Pyrodictium delaneyi,1273541,Complete Genome,representative genome,0.311871499,8,0.057252197,20,99.874642754,0.179780292,2023836,2023836,54.0,2115,2057,54
GCF_000023965.1,Archaea,archaea,Halomicrobium mukohataei DSM 12286,485914,Complete Genome,representative genome,0.319231285,9,0.156527589,21,98.508660817,0.303442545,3332349,3332349,65.5,3442,3329,58
GCF_000166095.1,Archaea,archaea,Methanothermus fervidus DSM 2088,523846,Complete Genome,representative genome,0.142592236,9,0.122136057,20,98.67765657,0.497370436,1243342,1243342,31.5,1371,1306,49
GCF_000258425.1,Archaea,archaea,Fervidicoccus fontis Kam940,1163730,Complete Genome,representative genome,0.15326602,9,0.096494939,20,99.248628132,0.54306942,1319206,1319206,37.5,1409,1357,49
GCF_000698785.1,Archaea,archaea,Nitrososphaera viennensis EN76,926571,Complete Genome,representative genome,0.389050122,8,0.117440487,21,99.029834037,0.152904723,2527938,2527938,52.5,2996,2936,50
GCF_000022205.1,Archaea,archaea,Halorubrum lacusprofundi ATCC 49239,416348,Complete Genome,representative genome,0.285074442,9,0.29118695,21,95.849601613,0.299969909,3692576,3692576,64.0,3669,3516,62
GCF_013388255.1,Archaea,archaea,Methanolobus zinderi,536044,Complete Genome,representative genome,0.277999292,9,0.117136427,21,99.028552648,0.381592956,2704953,2704953,44.0,2705,2633,59
GCF_016906025.1,Archaea,archaea,Haloterrigena salifodinae,2675099,Complete Genome,representative genome,0.315943157,9,0.102207424,22,98.973740317,0.243366409,5087240,5087240,64.0,4990,4803,70
GCF_000172995.2,Archaea,archaea,Halogeometricum borinquense DSM 11551,469382,Complete Genome,representative genome,0.345129371,9,0.100930401,21,99.152608763,0.295605587,3944467,3944467,60.0,3929,3822,60
GCF_027554905.1,Archaea,archaea,Methanothermobacter thermautotrophicus,145262,Complete Genome,representative genome,0.508493477,8,0.161881229,20,98.116316634,0.201692841,1751429,1751429,49.5,1860,1802,48
GCF_019669965.1,Archaea,archaea,Methanoculleus chikugoensis,118126,Complete Genome,representative genome,0.300128581,9,0.142626132,21,98.816812655,0.373838017,2622259,2622259,62.0,2639,2580,53
GCF_000970265.1,Archaea,archaea,Methanosarcina lacustris Z-7289,1434111,Complete Genome,representative genome,0.267481687,10,0.399270665,21,90.631450362,0.601362678,4139808,4139808,42.0,3497,3318,67
GCF_026410925.1,Archaea,archaea,Halovenus salina,1510225,Complete Genome,representative genome,0.301633897,9,0.296347697,21,91.503240581,0.305473847,3769933,3769933,60.0,3781,3608,55
GCF_900177045.1,Archaea,archaea,Candidatus Nitrosotalea okcheonensis,1903276,Chromosome,representative genome,0.191772005,9,0.147436237,20,98.547593393,0.442567783,1972585,1972335,37.5,2333,2272,49
GCF_003430825.1,Archaea,archaea,Natrarchaeobaculum sulfurireducens,2044521,Complete Genome,representative genome,0.330277313,9,0.141078869,21,98.426605722,0.296001585,3789323,3789323,62.5,3740,3614,62
GCF_002215565.1,Archaea,archaea,Sulfolobus acidocaldarius,2285,Complete Genome,representative genome,0.126011304,9,0.088265001,21,99.646154309,0.412117134,2225849,2225849,36.5,2367,2289,51
GCF_000018305.1,Archaea,archaea,Caldivirga maquilingensis IC-167,397948,Complete Genome,representative genome,0.441685219,9,0.089098439,20,99.291712775,0.425746869,2077567,2077567,43.0,2086,2031,45
GCF_017094485.1,Archaea,archaea,Natranaeroarchaeum sulfidigenes,2784880,Complete Genome,representative genome,0.30728331,9,0.08795197,21,99.660616894,0.346132522,3041127,3041127,61.0,3173,3095,57
GCF_001889405.1,Archaea,archaea,Methanohalophilus halophilus,2177,Complete Genome,representative genome,0.259114292,8,0.082954045,20,99.349016456,0.18158972,2022959,2022959,42.5,2095,2027,55
GCF_018200015.1,Archaea,archaea,Haloarcula sinaiiensis ATCC 33800,662476,Complete Genome,representative genome,0.264044831,9,0.19671984,22,96.889341172,0.272183665,4537128,4537128,60.5,4624,4447,64
GCF_003342695.1,Archaea,archaea,Haloplanus rubicundus,1547898,Complete Genome,representative genome,0.288057744,9,0.096555658,21,99.239218149,0.292864357,3529327,3529327,66.5,3695,3563,66
GCF_000092305.1,Archaea,archaea,Methanocaldococcus infernus ME,573063,Complete Genome,representative genome,0.346603141,9,0.167461477,20,98.273420295,0.425816196,1328194,1328194,33.5,1501,1439,46
GCF_017352155.2,Archaea,archaea,Haloterrigena alkaliphila,2816475,Complete Genome,representative genome,0.328528333,9,0.091154008,22,99.327545576,0.265415828,4270687,4270687,65.0,4203,4068,59
GCF_000243255.1,Archaea,archaea,Methanoplanus limicola DSM 2279,937775,Chromosome,representative genome,0.348883217,9,0.216595444,21,96.675424787,0.336210415,3200946,3200246,42.0,3107,3016,65
GCF_020405205.1,Archaea,archaea,Natrinema salinisoli,2878535,Complete Genome,representative genome,0.326835228,9,0.092769236,22,99.174493106,0.257397735,4704203,4704203,63.0,4681,4542,63
GCF_013267195.1,Archaea,archaea,Halorubrum salinarum,2739057,Complete Genome,representative genome,0.274516552,9,0.072398481,21,99.601878577,0.292600543,3340250,3340250,68.5,3379,3276,56
GCF_001304615.2,Archaea,archaea,Methanosarcina flavescens,1715806,Complete Genome,representative genome,0.231012049,9,0.208728344,21,97.730738227,0.33949144,3283688,3283688,41.5,2892,2784,63
GCF_000303155.1,Archaea,archaea,Candidatus Nitrososphaera gargensis Ga9.2,1237085,Complete Genome,representative genome,0.357639913,8,0.200019322,21,97.218905178,0.138935897,2833868,2833868,48.5,3596,3500,51
GCF_000204415.1,Archaea,archaea,Methanothrix soehngenii GP6,990316,Complete Genome,representative genome,0.455446229,8,0.332023145,21,92.085450256,0.133798275,3026645,3026645,51.0,3054,2941,57
GCF_000144915.1,Archaea,archaea,Acidilobus saccharovorans 345-15,666510,Complete Genome,representative genome,0.356460916,8,0.077276846,20,99.593099056,0.226349408,1496453,1496453,57.0,1548,1495,51
GCF_000265525.1,Archaea,archaea,Thermococcus cleftensis,163003,Complete Genome,representative genome,0.386607954,9,0.084899236,20,99.687380306,0.456266805,1950313,1950313,56.0,2123,2063,52
GCF_000015145.1,Archaea,archaea,Hyperthermus butylicus DSM 5456,415426,Complete Genome,representative genome,0.327889867,8,0.065013622,20,99.776203961,0.208212711,1667163,1667163,53.5,1827,1752,51
GCF_000304355.2,Archaea,archaea,Methanoculleus bourgensis MS2,1201294,Complete Genome,representative genome,0.278826204,9,0.219447534,21,97.182403897,0.36692561,2789774,2789774,60.5,2678,2609,52
GCF_016065055.1,Archaea,archaea,Halosimplex litoreum,1198301,Complete Genome,representative genome,0.292464379,9,0.107302435,21,99.137042848,0.249640148,4158049,4158049,68.5,4115,4040,55
GCF_002214165.1,Archaea,archaea,Candidatus Mancarchaeum acidiphilum,1920749,Complete Genome,representative genome,0.183010282,8,0.217192049,19,96.919047549,0.308590914,952257,952257,39.5,1019,970,46
GCF_017094445.1,Archaea,archaea,Halapricum desulfuricans,2841257,Complete Genome,representative genome,0.306746526,9,0.15447126,21,98.26116253,0.328553884,3078018,3078018,64.0,3155,3019,55
GCF_000725425.1,Archaea,archaea,Palaeococcus pacificus DY20341,1343739,Complete Genome,representative genome,0.282977956,8,0.078378839,20,99.721623148,0.193311989,1859370,1859370,43.0,2031,1966,55
GCF_000223395.1,Archaea,archaea,Pyrolobus fumarii 1A,694429,Complete Genome,representative genome,0.287069027,8,0.097381588,20,99.607594641,0.193435351,1843267,1843267,55.0,2005,1947,52
GCF_013407185.1,Archaea,archaea,Nitrosopumilus ureiphilus,1470067,Complete Genome,representative genome,0.18159181,9,0.132006431,21,98.862944518,0.392696998,2171418,2171418,33.5,2633,2569,52
GCF_020405185.1,Archaea,archaea,Halomicrobium salinisoli,2878391,Complete Genome,representative genome,0.282395689,10,0.121262643,21,98.749221351,0.478425169,3846467,3846467,69.0,3814,3730,65
GCF_902827225.1,Archaea,archaea,Methanocaldococcus lauensis,2546128,Complete Genome,representative genome,0.165359558,9,0.144151252,20,98.879592451,0.413124766,1537427,1537427,29.0,1624,1550,46
GCF_000969905.1,Archaea,archaea,Methanosarcina vacuolata Z-761,1434123,Complete Genome,representative genome,0.191458114,10,0.280131713,22,94.874275912,0.580091582,4563885,4563885,39.5,3793,3601,71
GCF_000179575.2,Archaea,archaea,Methanothermococcus okinawensis IH1,647113,Complete Genome,representative genome,0.134912509,10,0.206420554,20,97.50103582,0.637214529,1677455,1677455,29.5,1701,1625,47
GCF_020614375.1,Archaea,archaea,Haladaptatus salinisoli,2884876,Complete Genome,representative genome,0.317185963,9,0.07513081,22,99.448034467,0.250106387,5035265,5035265,62.0,5188,5050,59
GCF_002214385.1,Archaea,archaea,Thermococcus gorgonarius,71997,Complete Genome,representative genome,0.40770799,8,0.038140242,20,99.874380414,0.208041332,1674122,1674122,51.5,1906,1841,52
GCF_000955905.1,Archaea,archaea,Candidatus Nitrosotenuis cloacae,1603555,Complete Genome,representative genome,0.275364435,9,0.191749415,20,98.834604009,0.49791004,1620156,1620156,41.0,1925,1869,51
GCF_026000775.1,Archaea,archaea,Vulcanisaeta souniana JCM 11219,1293586,Complete Genome,representative genome,0.321072176,8,0.079513698,21,99.407185806,0.157562135,2432148,2432148,45.0,2651,2574,50
GCF_000739065.1,Archaea,archaea,Methanocaldococcus bathoardescens,1301915,Complete Genome,representative genome,0.218238499,9,0.140741242,20,98.683388739,0.408470941,1607556,1607556,31.0,1720,1659,45
GCF_000007345.1,Archaea,archaea,Methanosarcina acetivorans C2A,188937,Complete Genome,representative genome,0.268841251,10,0.349968207,22,92.948534384,0.531489412,5751492,5751492,42.5,4910,4685,68
GCF_024362485.1,Archaea,archaea,Natronobeatus ordinarius,2963433,Complete Genome,representative genome,0.324741199,10,0.160530984,22,98.300799358,0.512283684,4208668,4208668,65.0,4205,4063,58
GCF_024298825.1,Archaea,archaea,Haloglomus salinum,2962673,Complete Genome,representative genome,0.283454066,10,0.103733903,21,99.295048131,0.469539363,4190378,4190378,68.5,4127,4052,50
GCF_013456555.2,Archaea,archaea,Natrinema zhouii,1710539,Complete Genome,representative genome,0.313188148,9,0.15215212,22,97.737831385,0.241263723,5336312,5336312,61.5,5348,5018,63
GCF_003201765.2,Archaea,archaea,Acidianus sulfidivorans JP7,619593,Complete Genome,representative genome,0.112039523,9,0.099312634,21,99.426298366,0.37702594,2265309,2265309,31.0,2351,2292,51
